POLICY_NO,CUST_ID,POLICYTYPE,POL_ISSUE_DATE,POL_EFF_DATE,POL_EXPIRY_DATE,MAKE,MODEL,MODEL_YEAR,CHASSIS_NO,USE_OF_VEHICLE,PRODUCT,SUM_INSURED,PREMIUM,DEDUCTABLE
102137907,11063.0,COMP,2019-11-20,2019-11-20,2020-12-19,NISSAN,KICKS,2018.0,3N1CP5C92JL469694,PRIVATE,M 2.5,54779.0,1665.0,500
102139065,4250.0,COMP,2019-12-23,2020-01-10,2021-02-09,RANGE ROVER,VELAR 2.0 S,2018.0,SALYA2BX1JA733524,PRIVATE,M 2.25,205360.0,4448.0,2000
102141814,7957.0,COMP,2020-02-25,2020-02-25,2021-03-24,MERCEDES,200E,2017.0,WDDZF4CB3HA036349,PRIVATE,M 2019,150000.0,2665.0,500
102143930,1002.0,COMP,2020-04-19,2020-04-19,2021-05-18,TOYOTA,COROLLA,2016.0,RKLBL9HE1G5250142,PRIVATE,M 2019,32000.0,1160.0,1000
102145183,12714.0,COMP,2020-05-21,2020-05-21,2021-06-20,MG,RX5,2020.0,LSJA24U69LS013051,PRIVATE,M 2019,91000.0,1785.0,2000
102145460,7957.0,COMP,2020-05-31,2020-06-15,2021-07-14,BMW,740 LI,2016.0,WBA7E210XGG404545,PRIVATE,M 2019,119952.0,2150.0,1000
102146217,3784.0,COMP,2020-06-16,2020-07-15,2021-08-14,HONDA,CIVIC,2007.0,JHMFD16387S402870,PRIVATE,NOT CLASSIFIED,13000.0,910.0,500
102147688,6549.0,COMP,2020-07-23,2020-07-23,2021-08-22,HONDA,UNICORN,2018.0,ME4KC20B3J8002331,PRIVATE,STANDARD,4800.0,1055.0,2000
102148065,5495.0,COMP,2020-08-04,2020-08-04,2021-09-03,KIA,SELTOS,2020.0,MZBER8140LN113832,PRIVATE,M 2019,77900.0,2093.0,2000
102150189,7957.0,COMP,2020-09-24,2020-09-24,2021-10-23,KIA,SPORTAGE,2019.0,U5YPG8149KL521586,PRIVATE,M 2019,63750.0,1965.0,2000
102150641,4267.0,COMP,2020-10-06,2020-10-06,2021-11-05,NISSAN,SENTRA,2017.0,MNTAB7A94H6009127,PRIVATE,M 2019,32000.0,1030.0,2000
102151101,11931.0,COMP,2020-10-18,2020-11-13,2021-12-12,NISSAN,ALTIMA,2016.0,1N4AL3A99GC105838,PRIVATE,STANDARD,34000.0,900.0,500
102151268,5495.0,COMP,2020-10-22,2020-10-22,2021-11-21,VOLKSWAGEN,TERAMONT,2018.0,WVGHG2CA1JC569773,PRIVATE,M 2.5,100000.0,2690.0,1000
102151854,191.0,COMP,2020-11-09,2020-12-24,2022-01-23,TOYOTA,LAND CRUISER GXR,2013.0,JTMHU09J3D5065694,PRIVATE,NOT CLASSIFIED,75000.0,1490.0,1000
102152395,9558.0,COMP,2020-11-24,2020-11-24,2021-12-23,HONDA,CIVIC,2019.0,NLAFC5630KW000831,PRIVATE,M 2019,54740.0,1490.0,1000
102152572,903.0,COMP,2020-11-30,2020-11-30,2021-12-30,TOYOTA,HIACE ,2019.0,MHKMF5BF6KK001035,COMMERCIAL,M 2019,45900.0,1385.0,500
102152927,7848.0,COMP,2020-12-13,2020-12-13,2022-01-12,PEUGEOT,3008 GT,2018.0,VF3M45GYXJS025272,PRIVATE,M 2.5,61440.0,1390.0,500
102072101,8831.0,COMP,2016-01-19,2016-01-19,2017-02-18,TOYOTA,YARIS,2013.0,JTDKT9D34DD573099,PRIVATE,STANDARD,32000.0,1204.0,1000
102072305,8045.0,COMP,2016-01-21,2016-01-21,2017-02-20,TOYOTA,COROLLA,2009.0,JTDBZ42E59J019228,PRIVATE,STANDARD,20000.0,950.0,500
102073694,1935.0,COMP,2016-02-04,2016-03-01,2017-03-31,FORD,FOCUS,2010.0,WF0TD34L0AVL64993,PRIVATE,STANDARD,22000.0,1200.0,2000
102074281,8045.0,COMP,2016-02-10,2016-02-10,2017-03-09,TOYOTA,INNOVA,2011.0,MHFXX43G8B0032678,PRIVATE,STANDARD,30000.0,1330.0,1000
102074546,807.0,COMP,2016-02-14,2016-02-14,2017-03-13,TOYOTA,YARIS,2015.0,MR2KT9F3XF1122740,PRIVATE,STANDARD,42000.0,1870.0,500
102074570,2021.0,COMP,2016-02-14,2016-02-14,2017-03-13,RENAULT,DUSTER,2015.0,VF1HSRCA5FA520038,PRIVATE,STANDARD,38000.0,1366.0,1000
102076553,4000.0,COMP,2016-03-07,2016-03-20,2017-03-19,VOLKSWAGEN,TOUAREG,2011.0,WVGBC27P2BD027223,PRIVATE,NOT CLASSIFIED,77824.0,3013.0,2000
102076696,4215.0,COMP,2016-03-08,2016-03-09,2017-04-08,VOLKSWAGEN,BEETLE,2016.0,WVWBF6AT5GM600597,PRIVATE,M 2.5,108798.0,4026.0,1000
102076721,5173.0,COMP,2016-03-08,2016-04-01,2017-04-30,TOYOTA,INNOVA,2014.0,MHFXX42G6E5024880,PRIVATE,STANDARD,66800.0,2233.0,500
102077868,5160.0,COMP,2016-03-22,2016-03-22,2017-04-21,SEAT,LION,2008.0,VSSZZZ1PZ8R065136,PRIVATE,STANDARD,20000.0,970.0,1000
102078967,8045.0,COMP,2016-04-06,2016-04-06,2017-05-05,FORD,ESCAPE,2009.0,1FMCU93G19KA22911,PRIVATE,STANDARD,24000.0,2140.0,500
102079923,2021.0,COMP,2016-04-18,2016-04-18,2017-05-17,NISSAN,MT,2014.0,3N6DD23S0EK041790,COMMERCIAL,STANDARD,36800.0,1394.0,1000
102080362,4714.0,COMP,2016-04-24,2016-04-24,2017-05-23,NISSAN,ALTIMA,2016.0,1N4AL3A95GC107053,PRIVATE,M 2.5,70000.0,1915.0,1000
102080840/1,1935.0,COMP,2016-05-02,2016-04-28,2017-05-27,AUDI,A 6,2011.0,WAUBGC4FXBN029576,PRIVATE,STANDARD,60000.0,-1910.0,2000
102081746,7852.0,COMP,2016-05-11,2016-05-11,2017-06-10,TOYOTA,YARIS,2008.0,JTDBW923081134418,PRIVATE,STANDARD,14000.0,1140.0,500
102083606,7852.0,COMP,2016-06-02,2016-06-02,2017-07-01,NISSAN,PATHFINDER,2015.0,5N1AR2MM1FC628803,PRIVATE,M 2.5,130000.0,3505.0,2000
102083659,8045.0,COMP,2016-06-04,2016-06-04,2017-07-03,NISSAN,TIIDA,2011.0,3N1BC1C7XBK211123,PRIVATE,STANDARD,19000.0,1090.0,500
102083983,5495.0,COMP,2016-06-08,2016-06-08,2017-07-07,VOLKSWAGEN,TOUAREG,2016.0,WVGBC2BP8GD008853,PRIVATE,M 2.5,184900.0,5400.0,1000
102084242,8045.0,COMP,2016-06-12,2016-06-12,2017-07-11,KIA,MOHAVE,2012.0,KNAKN8116C5080182,PRIVATE,STANDARD,40000.0,1430.0,2000
102084701,7848.0,COMP,2016-06-16,2016-06-16,2017-07-15,SUBARU,BRZ,2016.0,JF1ZC12B2GG008613,PRIVATE,M 2.5,115000.0,3938.0,500
102049367,4807.0,COMP,2015-01-21,2015-02-16,2016-02-15,TOYOTA,INNOVA,2011.0,MHFXX43G8B0029067,PRIVATE,NOT CLASSIFIED,33587.0,1250.0,500
102049427,2745.0,COMP,2015-01-25,2015-02-16,2016-02-15,TOYOTA,LAND CRUISER GXR,2011.0,JTMHU09J4B5041644,PRIVATE,NOT CLASSIFIED,75000.0,2393.0,1000
102049820,7452.0,COMP,2015-02-10,2015-02-10,2016-03-09,CHEVROLET,EPICA,2009.0,KL1VJ52K49B140401,PRIVATE,STANDARD,23500.0,1540.0,1000
102050048,7932.0,COMP,2015-02-19,2015-02-21,2016-03-20,TOYOTA,CAMRY,2011.0,6T1BE42K8BX731091,PRIVATE,STANDARD,45000.0,1385.0,500
102052650,6079.0,COMP,2015-05-07,2015-05-13,2016-06-12,LEXUS,ES 250,2014.0,JTHBJ1GG7E2042027,PRIVATE,M 2.5,118400.0,2904.0,2000
102053169,1965.0,COMP,2015-05-17,2015-05-17,2016-06-16,TOYOTA,CAMRY,2007.0,6T1BE42K07X438065,PRIVATE,STANDARD,15000.0,1090.0,1000
102056241,7852.0,COMP,2015-07-02,2015-07-02,2016-08-01,DODGE,CHARGER,2014.0,2C3CDXCT3EH230168,PRIVATE,M 2.5,148500.0,3681.0,500
102056546,8045.0,COMP,2015-07-07,2015-07-07,2016-08-06,TOYOTA,PRADO,2014.0,JTEBX9FJ2EK174698,PRIVATE,M 2.5,105000.0,2713.0,1000
102057200,583.0,COMP,2015-07-15,2015-07-15,2016-08-14,BMW,640 I,2015.0,WBA6A0108FD592509,PRIVATE,M 2.25,300000.0,7060.0,1000
102057311,7852.0,COMP,2015-07-16,2015-07-16,2016-08-15,PEUGEOT,PARTNER,2013.0,VF3GJKFW2DX501137,COMMERCIAL,STANDARD,34000.0,1310.0,2000
102057540,8045.0,COMP,2015-07-21,2015-07-21,2016-08-20,TOYOTA,CAMRY,2009.0,4T1BE46K99U383738,PRIVATE,STANDARD,32000.0,1154.0,1000
102057897,5029.0,COMP,2015-07-27,2015-07-27,2016-08-26,RANGE ROVER,AUTOBIOGRAPHY,2015.0,SALGA2EF2FA219087,PRIVATE,M 2.25,639000.0,14668.0,500
102064256,5905.0,COMP,2015-10-20,2015-11-14,2016-12-13,NISSAN,URVAN VAN,2015.0,JN6BE6BS9F9001533,COMMERCIAL,STANDARD,68000.0,2310.0,2000
102064630,7134.0,COMP,2015-10-25,2015-10-28,2016-11-27,BMW,435 I,2015.0,WBA3T310XFP741337,PRIVATE,M 2.5,249000.0,5863.0,2000
102065195,8045.0,COMP,2015-10-31,2015-10-31,2016-11-29,NISSAN,TIIDA,2007.0,JN1CC13C67T007062,PRIVATE,STANDARD,13000.0,1090.0,1000
102066180,5160.0,COMP,2015-11-11,2015-11-11,2016-12-10,FORD,ECOSPORT,2015.0,MAJTK1BA9FAL43868,PRIVATE,M 2.5,70000.0,1625.0,2000
102066318,291.0,COMP,2015-11-12,2015-11-15,2016-11-14,TOYOTA,HIACE,2011.0,JTFPX22P0B0023045,COMMERCIAL,NOT CLASSIFIED,30400.0,1180.0,500
102066838,4776.0,COMP,2015-11-18,2015-11-21,2016-12-20,NISSAN,NAVARA,2008.0,MNTBD03S586005593..,COMMERCIAL,STANDARD,25500.0,1190.0,500
102067864,3202.0,COMP,2015-11-29,2015-11-29,2016-12-28,TOYOTA,AVANZA,2015.0,MHKMC13F3FK012712,PRIVATE,STANDARD,46655.0,1750.0,2000
102085057,8045.0,COMP,2016-06-20,2016-06-20,2017-07-19,NISSAN,TIIDA,2007.0,JN1CC11C37T012187,PRIVATE,STANDARD,10000.0,950.0,2000
102086155,1935.0,COMP,2016-07-03,2016-07-03,2017-08-02,NISSAN,ALTIMA,2011.0,1N4AL2A97BC111379,PRIVATE,STANDARD,33600.0,1427.0,1000
102088772,4215.0,COMP,2016-08-08,2016-08-08,2017-09-07,HONDA,ODYSSEY,2007.0,5KBRL38617B700213,PRIVATE,STANDARD,20000.0,1300.0,1000
102089719,10085.0,COMP,2016-08-21,2016-08-21,2017-09-20,NISSAN,PATHFINDER,2015.0,5N1AR2M51FC655542,PRIVATE,STANDARD,70000.0,2290.0,500
102089994,1965.0,COMP,2016-08-24,2016-08-24,2017-09-23,TOYOTA,YARIS,2008.0,JTDKW923385079925,PRIVATE,STANDARD,13000.0,1090.0,1000
102090397,4215.0,COMP,2016-08-30,2016-08-30,2017-09-29,MITSUBISHI,ASX,2013.0,4P3XTGA2WDE804594,PRIVATE,STANDARD,48000.0,1636.0,1000
102090593,10150.0,COMP,2016-09-01,2016-09-30,2017-09-29,FORD,FOCUS,2010.0,WF0FD95L3AVJ84342,PRIVATE,STANDARD,16000.0,1078.0,2000
102091152,1935.0,COMP,2016-09-07,2016-09-14,2017-10-13,HONDA,ACCORD,2015.0,LUCCR3666G3400519,PRIVATE,M 2.5,100000.0,2770.0,1000
102091247,4380.0,COMP,2016-09-08,2016-09-25,2017-09-24,TOYOTA LAND,CRUISER PRADO,2007.0,JTEBL29J875079126,PRIVATE,NOT CLASSIFIED,24000.0,1650.0,2000
102092216,6579.0,COMP,2016-09-27,2016-09-27,2017-10-26,KIA,SPORTAGE,2016.0,U5YPG81A7GL035503,PRIVATE,M 2.5,84500.0,2001.0,500
102092330,903.0,COMP,2016-09-28,2016-09-28,2017-10-27,NISSAN,SUNNY,2013.0,MDHBN7AD2DG034622,PRIVATE,STANDARD,25000.0,950.0,2000
102092538,4714.0,COMP,2016-10-04,2016-10-04,2017-11-03,HONDA,ACCORD,2009.0,JHMCP26329C410685,PRIVATE,STANDARD,18000.0,1140.0,500
102095436,5160.0,COMP,2016-11-13,2016-11-13,2017-12-12,NISSAN,TIIDA,2011.0,3N1BC1C79BK220461,PRIVATE,STANDARD,22000.0,1140.0,1000
102096748,903.0,COMP,2016-11-28,2016-12-29,2017-12-28,TOYOTA,HILUX,2016.0,MR0CX6CD0G0290276,COMMERCIAL,STANDARD,61858.0,2226.0,500
102097016,5495.0,COMP,2016-11-30,2016-11-30,2017-12-30,VOLKSWAGEN,JETTA,2016.0,WVWSK1AJXGM201360,PRIVATE,M 2.5,63800.0,2500.0,2000
102099224,8153.0,COMP,2017-01-03,2017-01-03,2018-02-02,HONDA,CIVIC,2008.0,JHMFD16338S418914,PRIVATE,STANDARD,15000.0,1610.0,500
102100412,5495.0,COMP,2017-01-26,2017-01-26,2018-02-25,MV AGUSTA,BRUTALE 800,2017.0,ZCGB110AAHV000701,PRIVATE,STANDARD,57331.0,2625.0,500
102102732,1935.0,COMP,2017-03-16,2017-03-16,2018-04-15,BAJAJ,220 CC,2016.0,MD2A13EZ2GCL50131,PRIVATE,STANDARD,6400.0,1290.0,500
102104140,3304.0,COMP,2017-04-19,2017-04-19,2018-05-18,NISSAN,MAXIMA SALOON,2015.0,1N4AA5AP3FC376358,PRIVATE,STANDARD,76500.0,2631.0,1000
102104387,3304.0,COMP,2017-04-26,2017-04-26,2018-05-25,SUBARU,WRX,2017.0,JF1VA11L8HG011905,PRIVATE,M 2.5,135000.0,3620.0,500
102104504,1935.0,COMP,2017-04-30,2017-04-30,2018-05-30,BAJAJ,PULSAR,2016.0,MD2A12DZ7FCH65782,PRIVATE,STANDARD,5844.0,1290.0,1000
102106400,3202.0,COMP,2017-06-15,2017-06-15,2018-07-14,JAGUAR,F-PACE,2017.0,SADCA2BV7HA051035,PRIVATE,M 2.25,223200.0,5312.0,2000
102106736,8894.0,COMP,2017-06-21,2017-06-21,2018-07-20,KIA,SPORTAGE,2017.0,U5YPG81C2HL262133,PRIVATE,M 2.5,74000.0,2110.0,2000
102108174,8581.0,COMP,2017-07-25,2017-07-26,2018-08-25,RANGE ROVER,SPORT,2013.0,SALLSAAD4DA765815,PRIVATE,STANDARD,104000.0,3180.0,500
102109444,1603.0,COMP,2017-08-30,2017-08-30,2018-09-29,TOYOTA,CAMRY,2016.0,6T1BF9FKXGX647317,PRIVATE,STANDARD,70000.0,2300.0,1000
102109447,5227.0,COMP,2017-08-30,2017-10-01,2018-10-31,NISSAN,PATHFINDER,2008.0,5N1AR18B68C654867,PRIVATE,NOT CLASSIFIED,13107.0,2180.0,2000
102109876,1002.0,COMP,2017-09-14,2017-09-14,2018-10-13,HYUNDAI,ELANTRA,2016.0,KMHDG41C0GU494520,PRIVATE,STANDARD,34800.0,1610.0,1000
102111550,903.0,COMP,2017-10-31,2017-11-01,2018-11-30,TOYOTA,HILUX,2016.0,MR0JX6CD3G2951830,COMMERCIAL,STANDARD,62900.0,2098.0,500
102112242,3304.0,COMP,2017-11-19,2017-11-19,2018-12-18,KAWASAKI,NINJA XZ-14R,2017.0,JKBZXNH12HA005015,PRIVATE,STANDARD,47000.0,2055.0,1000
102116002,903.0,COMP,2018-02-25,2018-02-25,2019-03-24,MITSUBISHI,CANTER WITH BOX,2016.0,JL6B6G6P6GK004693,COMMERCIAL,STANDARD,77248.0,3270.0,2000
102116653,11925.0,COMP,2018-03-11,2018-03-11,2019-04-10,CHEVROLET,TRAIL BLAZER,2017.0,MMM156LB9HH618647,PRIVATE,M 2.5,93000.0,3140.0,2000
102117182,11949.0,COMP,2018-03-26,2018-03-26,2019-04-25,SUZUKI,KIZASHI,2016.0,JS2RE9A11G6100349,PRIVATE,STANDARD,60800.0,2114.0,500
102119672,9273.0,COMP,2018-06-07,2018-06-25,2019-07-24,HONDA,ACCORD,2015.0,LUCCR262XF3402554,PRIVATE,M 2.5,51840.0,1751.0,2000
102120769,6950.0,COMP,2018-07-10,2018-07-10,2019-08-09,TOYOTA,HIACE ,2017.0,JTFPX22PXH0075775,COMMERCIAL,STANDARD,70000.0,2449.0,2000
102124482,5495.0,COMP,2018-11-15,2018-11-15,2019-12-14,AUDI,Q 5,2018.0,WA1ZZZFY2J2135673,PRIVATE,M 2.5,219100.0,10990.0,2000
102125217,807.0,COMP,2018-12-17,2018-12-17,2020-01-16,MERCEDES,V 250,2018.0,WD4WG3E11J3474053,PRIVATE,M 2.5,201600.0,7386.0,500
102125512,5495.0,COMP,2018-12-26,2018-12-26,2020-01-25,TOYOTA,RAV 4,2012.0,JTMBD31V9C5300300,PRIVATE,STANDARD,28000.0,1731.0,2000
102127941,10294.0,COMP,2019-02-25,2019-02-26,2020-03-25,KIA,SPORTAGE,2015.0,KNAPC8122F7748833,PRIVATE,STANDARD,36000.0,1610.0,1000
102128988,5442.0,COMP,2019-03-21,2019-04-27,2020-05-26,TOYOTA,PRADO,2016.0,JTEBX9FJ4GK254992,PRIVATE,M 2.5,84474.0,2217.0,2000
102129352,903.0,COMP,2019-04-02,2019-04-02,2020-05-01,TOYOTA,HILUX,2015.0,MR0CX12G9F0126859,COMMERCIAL,STANDARD,31720.0,1980.0,1000
102129413,6092.0,COMP,2019-04-04,2019-05-27,2020-06-26,TOYOTA,HIACE ,2012.0,JTFHX02P7C0065299,COMMERCIAL,STANDARD,16794.0,2070.0,1000
102129656,1935.0,COMP,2019-04-11,2019-04-13,2020-05-12,NISSAN,SUNNY,2014.0,MDHBN7AD4EG517899,PRIVATE,M 2019,17500.0,1190.0,2000
102130013,903.0,COMP,2019-04-24,2019-04-24,2020-05-23,TOYOTA,YARIS,2014.0,JTDKW9D31ED549187,PRIVATE,NOT CLASSIFIED,19853.0,1460.0,500
102130236,8008.0,COMP,2019-05-01,2019-05-01,2020-05-31,TOYOTA,HIACE,2016.0,JTGRX12P1G8046888,COMMERCIAL,STANDARD,56510.0,2235.0,1000
102130866,903.0,COMP,2019-05-27,2019-05-27,2020-06-26,TOYOTA,HIACE ,2015.0,JTFHX02P4D0074608,COMMERCIAL,STANDARD,25067.0,1780.0,2000
102131207,12714.0,COMP,2019-06-09,2019-06-09,2020-07-08,MG,MG6,2019.0,LSJW54U96KG035579,PRIVATE,M 2.5,67725.0,1940.0,2000
102131476,756.0,COMP,2019-06-16,2019-07-01,2020-07-31,HONDA,CITY,2007.0,MRHGD66357P060654,PRIVATE,NOT CLASSIFIED,3200.0,1590.0,1000
102133182,903.0,COMP,2019-07-23,2019-07-23,2020-08-22,MAHINDRA,SCORPIO PICKUP,2019.0,MA1RD4VF2K2A14591,COMMERCIAL,M 2019,78750.0,2328.0,500
102134621,4714.0,COMP,2019-08-27,2019-09-01,2020-09-30,AUDI,Q 5,2016.0,WA1CGCFP6GA000484,PRIVATE,M 2019,115000.0,2060.0,500
102134703,7852.0,COMP,2019-08-28,2019-08-28,2020-09-27,SUZUKI,BELENO,2019.0,MA3WB5B15KA617900,PRIVATE,M 2019,39900.0,1240.0,2000
102135168,7957.0,COMP,2019-09-10,2019-09-10,2020-10-09,JAGUAR,XF,2015.0,SAJAA06N7FPU69642,PRIVATE,M 2019,74188.0,1326.0,500
102141630,7957.0,COMP,2020-02-20,2020-02-23,2021-03-22,HONDA,HRV,2020.0,MRJRU5877LP010592,PRIVATE,M 2019,80300.0,1990.0,500
102142163,5077.0,COMP,2020-03-03,2020-04-13,2021-05-12,TOYOTA,PREVIA,2010.0,JTEGD54MXAA021183,PRIVATE,M 2019,24000.0,1590.0,500
102143375,13807.0,COMP,2020-03-29,2020-03-30,2021-04-29,NISSAN,PATROL,2019.0,JN8FY1NY5KX031380,PRIVATE,M 2019,150000.0,2690.0,500
102143667,13936.0,COMP,2020-04-07,2020-04-07,2021-05-06,BMW,X6,2016.0,WBAKU2100G0R58540,PRIVATE,M 2019,172000.0,3688.0,500
102146165,8256.0,COMP,2020-06-15,2020-06-15,2021-07-14,GEELY,EMGRAND X7 SPORTS FLAGSHIP,2018.0,L6T776KD2JN405084,PRIVATE,M 2019,40000.0,1490.0,1000
102146621,5173.0,COMP,2020-06-25,2020-07-09,2021-08-08,KIA,CARNIVAL,2013.0,KNAMG8178D6521278,PRIVATE,M 2019,24000.0,1590.0,2000
102148814,5495.0,COMP,2020-08-24,2020-08-24,2021-09-23,KIA,SELTOS,2020.0,MZBEP8142LN087871,PRIVATE,M 2019,61000.0,1990.0,1000
102149010,1002.0,COMP,2020-08-27,2020-08-27,2021-09-26,MITSUBISHI,L200,2018.0,MMBMG35H3JH019684,COMMERCIAL,M 2019,47000.0,1390.0,1000
102151332,12714.0,COMP,2020-10-25,2020-10-25,2021-11-24,MG,360,2019.0,LSJA16E35KG085207,PRIVATE,M 2019,40750.0,1640.0,500
102152145,5495.0,COMP,2020-11-17,2020-11-17,2021-12-16,KIA,SPORTAGE,2020.0,U5YPG81A4LL859162,PRIVATE,M 2019,89875.0,2417.0,1000
102071776,8045.0,COMP,2016-01-14,2016-01-14,2017-02-13,KIA,CARENS,2014.0,KNAHU8125E7054704,PRIVATE,STANDARD,50000.0,1750.0,2000
102072785,8045.0,COMP,2016-01-26,2016-01-26,2017-02-25,MITSUBISHI,ASX,2013.0,4P3XTGA2WDE805716,PRIVATE,STANDARD,47000.0,1609.0,500
102074212,8045.0,COMP,2016-02-10,2016-02-10,2017-03-09,NISSAN,ALTIMA,2011.0,1N4AL2A97BC113830,PRIVATE,STANDARD,30000.0,1150.0,2000
102075913,6143.0,COMP,2016-02-29,2016-02-29,2017-03-30,NISSAN,SUNNY,2012.0,KNMCC42H2CP872173,PRIVATE,STANDARD,25500.0,1090.0,500
102076878,4714.0,COMP,2016-03-10,2016-03-10,2017-04-09,NISSAN,DIESEL,2009.0,JNCMDF0H99AL01270.,COMMERCIAL,STANDARD,76000.0,3310.0,500
102076967,8045.0,COMP,2016-03-12,2016-03-12,2017-04-11,TOYOTA,LAND CURISER PRADO,2008.0,JTEBL29J185090177,PRIVATE,STANDARD,40000.0,1430.0,500
102077046,8045.0,COMP,2016-03-13,2016-03-13,2017-04-12,NISSAN,TIIDA,2012.0,3N1BC1A78CK202814,PRIVATE,STANDARD,22000.0,1090.0,2000
102077598,5160.0,COMP,2016-03-20,2016-03-20,2017-04-19,HONDA,ACCORD,2015.0,LUCCR2620F3413286,PRIVATE,M 2.5,80000.0,2021.0,1000
102078009,903.0,COMP,2016-03-24,2016-03-24,2017-04-23,KIA,SPORTAGE,2009.0,KNAJE552X97588519,PRIVATE,STANDARD,16000.0,1240.0,1000
102078866,7994.0,COMP,2016-04-05,2016-04-11,2017-05-10,CHEVROLET,CRUZE,2013.0,KL1PJ5C51DK050990,PRIVATE,STANDARD,32000.0,1384.0,2000
102049473,3577.0,COMP,2015-01-27,2015-01-27,2016-02-26,JAGUAR,XF,2015.0,SAJAA05N3FPU57618,PRIVATE,M 2.5,189000.0,4965.0,1000
102049275/1,5568.0,COMP,2015-02-26,2015-01-18,2016-03-25,MAZDA,6,2014.0,JM7GJ4S77E1125288,PRIVATE,STANDARD,57000.0,166.0,1000
102051075,243.0,COMP,2015-03-30,2015-05-01,2016-04-30,MITSUBISHI,CANTER SINGLE CABIN,2013.0,JL7BCE1J8DK031269,COMMERCIAL,NOT CLASSIFIED,75200.0,2624.0,500
102052134,8045.0,COMP,2015-04-27,2015-04-27,2016-05-26,MINI,COOPER,2013.0,WMWSU3C57DT684214,PRIVATE,STANDARD,51000.0,2177.0,2000
102053244,7985.0,COMP,2015-05-18,2015-05-19,2016-06-18,LAMBORGHINI,HURACAN,2015.0,ZHWEC1ZF1FLA02190,PRIVATE,M 2.25,1065000.0,24162.0,1000
102054025,7852.0,COMP,2015-06-01,2015-06-01,2016-06-30,CHEVROLET,CORVETTE,2014.0,1G1Y92D7XE5117549,PRIVATE,STANDARD,269000.0,6253.0,500
102054947,5160.0,COMP,2015-06-14,2015-06-15,2016-07-14,MITSUBISHI,LANCER EX,2015.0,JMYSRCY1AFU729646,PRIVATE,M 2.5,56875.0,1712.0,1000
102055427,583.0,COMP,2015-06-21,2015-06-21,2016-07-20,BENTLEY ,CONTINENTAL FLYING SPUR,2014.0,SCBEA5ZA9EC091788,PRIVATE,M 2.25,650000.0,15096.0,2000
102055862,8454.0,COMP,2015-06-28,2015-06-28,2016-07-27,DAIHATSU,TERIOS,2015.0,JD2GJ5223F3011231,PRIVATE,M 2.5,62000.0,1550.0,500
102056151,250.0,COMP,2015-07-01,2015-08-25,2016-08-24,NISSAN,URVAN VAN,2012.0,JN6AE51S6CX111292,COMMERCIAL,NOT CLASSIFIED,41600.0,1678.0,1000
102057056,903.0,COMP,2015-07-13,2015-08-23,2016-08-22,MAZDA,3,2009.0,JM7BK326X91432839,PRIVATE,NOT CLASSIFIED,20400.0,1140.0,1000
102058333,1935.0,COMP,2015-08-02,2015-08-02,2016-09-01,MITSUBISHI,LANCER,2009.0,JMYSRCS1A9U702573,PRIVATE,STANDARD,26000.0,1180.0,1000
102059040,3304.0,COMP,2015-08-11,2015-08-31,2016-09-29,CADILLAC,ATS,2015.0,1G6A95RAXF0135615,PRIVATE,M 2.5,135000.0,3378.0,1000
102061143,8045.0,COMP,2015-09-09,2015-09-09,2016-10-08,MITSUBISHI,LANCER,2010.0,JMYSRCS1AAU711154,PRIVATE,STANDARD,15000.0,1090.0,1000
102060576/1,1111.0,COMP,2015-09-10,2015-10-20,2016-10-19,TOYOTA,HILUX DOUBLE CAB,2006.0,MR0EX12GX62001818,COMMERCIAL,NOT CLASSIFIED,8000.0,-1170.0,1000
102062030,1538.0,COMP,2015-09-22,2015-09-22,2016-10-21,TOYOTA,YARIS,2011.0,JTDKW9236B5167620,PRIVATE,STANDARD,21500.0,1140.0,2000
102062726,8045.0,COMP,2015-10-03,2015-10-03,2016-11-02,KIA,CADENZA,2014.0,KNALM4143E5136771,PRIVATE,STANDARD,59000.0,1883.0,2000
102063339,8045.0,COMP,2015-10-10,2015-10-10,2016-11-09,KIA,CADENZA,2014.0,KNALN4144E5150692,PRIVATE,M 2.5,85000.0,2213.0,500
102064485,4714.0,COMP,2015-10-22,2015-10-22,2016-11-21,MITSUBISHI,ROSA BUS,2008.0,JL5B2E6K38PF00017,COMMERCIAL,STANDARD,30600.0,2120.0,500
102066489,8045.0,COMP,2015-11-15,2015-11-15,2016-12-14,LEXUS,GS 430,2008.0,JTHBN96S585019504,PRIVATE,STANDARD,45000.0,1955.0,2000
102067853,8045.0,COMP,2015-11-29,2015-11-29,2016-12-28,HONDA,JAAZ,2009.0,JHMGE88589S400158,PRIVATE,STANDARD,20000.0,1090.0,1000
102086435,9942.0,COMP,2016-07-10,2016-07-10,2017-08-09,TOYOTA,YARIS,2012.0,JTDKW9D37CD506454,PRIVATE,STANDARD,18400.0,1090.0,2000
102088256,5495.0,COMP,2016-07-31,2016-07-31,2017-08-30,NISSAN,ALTIMA,2015.0,1N4AL3AP5FC443704,PRIVATE,M 2.5,80000.0,2140.0,1000
102088401,4215.0,COMP,2016-08-02,2016-08-02,2017-09-01,KIA,SPORTAGE,2014.0,KNAPB8110E7481264,PRIVATE,STANDARD,40000.0,1370.0,2000
102089009,8825.0,COMP,2016-08-10,2016-08-10,2017-09-09,GREAT WALL,WINGLE,2012.0,LGWCA2195CC643571,COMMERCIAL,STANDARD,35000.0,1340.0,2000
